student_id,birth_date,state,campus,employment_type,declared_income_monthly,created_at
S000380,1999-09-15,RS,Online,Estágio,1136.65,2024-09-28
S000381,2007-09-15,SP,Centro,CLT,2126.75,2024-11-17
S000382,1996-08-19,PR,Campus Norte,Estágio,1636.74,2023-09-24
S000383,2009-07-09,CE,Online,Sem renda,2249.83,2022-05-30
S000384,2008-07-12,DF,Campus Sul,Estágio,3097.58,2022-05-04
S000385,2007-08-02,DF,Campus Sul,Bolsista,1020.96,2022-10-05
S000386,1996-06-13,BA,Centro,Sem renda,914.1,2024-02-13
S000387,1997-02-22,RS,Campus Norte,Freelancer,1429.9,2022-09-30
S000388,1998-02-06,RJ,Campus Norte,Estágio,879.96,2022-09-18
S000389,2002-01-25,PR,Campus Sul,CLT,5865.6,2024-05-18
S000390,1992-07-27,DF,Campus Sul,Freelancer,1508.92,2022-11-14
S000391,2001-04-24,CE,Centro,Estágio,486.2,2024-05-08
S000392,2009-04-07,MG,Centro,Estágio,1634.11,2024-07-03
S000393,2008-04-24,CE,Campus Sul,CLT,7829.89,2023-03-21
S000394,2008-03-17,PE,Campus Norte,Estágio,4006.28,2023-10-16
S000395,1991-10-25,CE,Centro,Freelancer,892.99,2023-09-11
S000396,2005-11-17,SP,Campus Norte,CLT,1106.31,2022-05-05
S000397,1992-10-24,SC,Centro,Sem renda,2315.1,2024-05-24
S000398,1992-08-02,DF,Campus Norte,Sem renda,694.96,2024-02-20
S000399,1993-06-23,BA,Centro,Estágio,717.11,2024-02-10
S000400,2004-09-16,RS,Campus Sul,Bolsista,787.37,2022-10-23
S000401,1995-01-18,RS,Centro,Estágio,1738.49,2024-12-21
S000402,2005-07-08,DF,Campus Norte,Sem renda,2014.0,2022-06-11
S000403,1995-06-03,SP,Campus Sul,Estágio,452.79,2022-04-16
S000404,2001-07-22,PR,Online,Estágio,310.78,2022-05-30
S000405,2003-10-24,SP,Online,Bolsista,1705.06,2023-03-04
S000406,1999-05-01,BA,Campus Norte,Freelancer,3212.73,2022-08-29
S000407,1994-04-23,PR,Centro,Sem renda,1394.17,2023-05-06
S000408,1992-06-25,RJ,Campus Sul,CLT,1307.27,2024-01-06
S000409,2000-05-12,MG,Campus Sul,Bolsista,891.72,2022-07-21
S000410,1994-06-07,MG,Campus Sul,Freelancer,500.65,2023-03-30
S000411,2005-01-09,SC,Centro,Sem renda,1659.66,2024-05-05
S000412,2000-03-07,MG,Campus Sul,CLT,420.86,2023-05-19
S000413,1994-09-21,PR,Campus Sul,Sem renda,1341.09,2024-09-27
S000414,1994-08-06,MG,Campus Sul,Sem renda,1277.22,2022-10-14
S000415,1992-08-06,RJ,Centro,Estágio,1716.47,2022-05-01
S000416,1993-01-27,PR,Centro,Bolsista,2209.85,2022-04-10
S000417,2009-07-05,SP,Centro,Estágio,3514.37,2022-11-06
S000418,2009-04-17,CE,Campus Sul,Estágio,555.85,2024-09-16
S000419,1994-01-01,RJ,Centro,Sem renda,2163.03,2022-02-04
S000420,1993-12-09,RS,Campus Sul,CLT,1685.29,2024-10-25
S000421,1996-03-04,PR,Campus Norte,CLT,657.84,2023-05-09
S000422,2003-10-17,RJ,Centro,CLT,3265.08,2024-03-23
S000423,2007-06-13,RJ,Campus Norte,CLT,1775.38,2023-04-08
S000424,2000-11-27,MG,Campus Norte,Bolsista,1359.13,2022-03-06
S000425,2007-07-13,MG,Centro,Estágio,2212.09,2022-01-20
S000426,2004-02-16,PE,Centro,Freelancer,985.02,2023-11-10
S000427,1991-02-17,RS,Centro,Sem renda,2142.76,2024-08-31
S000428,2001-01-03,SC,Centro,Sem renda,929.51,2022-03-09
S000429,2004-06-01,MG,Campus Sul,Bolsista,859.57,2024-03-26
S000430,2007-05-06,PR,Centro,Sem renda,607.23,2024-03-07
S000431,1992-06-13,SC,Campus Norte,Bolsista,1211.44,2022-06-10
S000432,1993-12-12,SC,Campus Norte,Freelancer,7102.88,2022-06-05
S000433,1999-10-25,SC,Centro,Sem renda,946.95,2023-10-31
S000434,2009-11-09,RS,Campus Sul,Freelancer,1608.38,2023-04-13
S000435,1998-09-13,RS,Campus Norte,Estágio,1320.44,2024-02-18
S000436,2007-10-10,RS,Centro,Freelancer,2218.55,2022-06-18
S000437,2001-03-13,DF,Campus Sul,Sem renda,1132.3,2024-03-08
S000438,1999-06-04,SP,Campus Sul,Sem renda,2898.5,2024-06-29
S000439,1998-05-04,PE,Campus Norte,Sem renda,5358.93,2024-07-08
S000440,1992-09-17,PE,Online,Freelancer,293.11,2023-12-26
S000441,1992-02-20,BA,Online,Estágio,849.62,2024-02-28
S000442,2009-05-14,SC,Campus Sul,Sem renda,423.34,2023-05-13
S000443,1991-09-06,BA,Campus Norte,Estágio,1338.19,2023-07-05
S000444,2000-05-16,SC,Campus Norte,Estágio,1810.89,2023-07-20
S000445,1996-05-16,RS,Campus Sul,CLT,3166.01,2023-05-21
S000446,1994-10-20,DF,Campus Norte,Freelancer,1139.91,2023-09-16
S000447,2009-07-11,PE,Centro,Estágio,2829.42,2023-11-06
S000448,1995-06-14,RJ,Campus Sul,Freelancer,1078.97,2022-10-06
S000449,2000-06-20,RS,Campus Norte,Estágio,2328.38,2023-10-06
S000450,2004-07-11,RJ,Campus Norte,Freelancer,3208.46,2024-10-02
S000451,1991-04-11,PE,Campus Norte,Estágio,1603.23,2024-03-15
S000452,1998-02-19,RJ,Campus Sul,Bolsista,936.02,2023-01-04
S000453,1992-01-24,PE,Campus Sul,Estágio,1036.94,2024-06-16
S000454,2000-12-03,DF,Campus Sul,CLT,1827.92,2024-04-17
S000455,1994-03-21,RS,Online,Freelancer,1448.54,2022-11-12
S000456,1996-07-03,MG,Centro,Bolsista,1404.94,2024-03-31
S000457,1992-09-28,BA,Campus Sul,Sem renda,2593.23,2024-01-07
S000458,1992-10-21,PE,Centro,CLT,1045.76,2023-05-24
S000459,1998-03-21,PR,Campus Norte,Freelancer,1037.27,2024-03-29
S000460,1999-07-04,RJ,Centro,Freelancer,9441.78,2024-11-11
S000461,1993-09-19,RJ,Centro,Estágio,1663.64,2024-02-06
S000462,1997-08-25,SC,Centro,Sem renda,720.13,2022-11-05
S000463,1998-01-16,PR,Campus Sul,Freelancer,4430.45,2022-06-25
S000464,2006-12-05,SC,Centro,Sem renda,2305.27,2023-02-28
S000465,1993-08-12,PE,Campus Sul,Estágio,2580.27,2024-07-15
S000466,1999-02-10,DF,Campus Norte,Bolsista,3439.46,2022-02-16
S000467,1999-11-04,SC,Campus Sul,Freelancer,2430.64,2023-05-15
S000468,1993-03-18,CE,Campus Sul,Estágio,3624.88,2024-08-04
S000469,2002-07-21,DF,Campus Norte,Freelancer,1942.77,2024-06-04
S000470,1997-01-24,SC,Centro,Estágio,1950.09,2024-05-29
S000471,1997-01-23,MG,Campus Sul,CLT,1543.28,2022-05-09
S000472,1991-02-26,RS,Campus Norte,CLT,3203.82,2023-10-30
S000473,2003-08-04,MG,Online,Sem renda,2031.75,2024-12-16
S000474,1999-10-13,DF,Campus Norte,Estágio,1011.04,2023-12-14
S000475,1998-08-20,CE,Campus Sul,Freelancer,739.14,2023-09-02
S000476,1991-02-22,MG,Campus Sul,Sem renda,656.09,2023-09-18
S000477,2006-03-12,BA,Centro,Estágio,1430.37,2024-05-06
S000478,2005-10-13,MG,Centro,CLT,1738.8,2022-12-21
S000479,1992-03-16,SP,Centro,Estágio,947.86,2024-07-12
S000480,2008-06-01,DF,Centro,Sem renda,2022.8,2024-02-26
S000481,1992-09-21,MG,Centro,Sem renda,873.12,2024-05-01
S000482,1995-08-06,RJ,Campus Sul,Estágio,367.67,2023-03-28
S000483,2000-01-09,CE,Campus Norte,CLT,1816.04,2024-07-25
S000484,1991-12-25,PR,Centro,CLT,2246.7,2022-08-20
S000485,1991-02-09,BA,Centro,Bolsista,4612.49,2024-01-22
S000486,1992-01-25,RJ,Campus Sul,Estágio,3822.97,2024-05-20
S000487,2006-12-27,PR,Centro,Estágio,1767.79,2022-03-08
S000488,1995-05-12,DF,Online,Estágio,154.63,2022-08-29
S000489,2002-04-26,SC,Campus Norte,Sem renda,1335.61,2024-05-26
S000490,2004-10-05,SC,Campus Sul,Sem renda,2040.55,2022-05-02
S000491,1991-06-18,BA,Centro,Sem renda,1406.94,2023-10-25
S000492,2000-05-19,SC,Campus Sul,Bolsista,944.24,2022-07-15
S000493,2005-07-02,PR,Campus Norte,Estágio,1009.4,2022-09-17
S000494,2005-04-05,PR,Campus Norte,Bolsista,1038.17,2024-03-15
S000495,1994-03-19,PR,Centro,CLT,1616.87,2024-02-08
S000496,1995-02-21,DF,Campus Norte,Estágio,1084.67,2024-04-05
S000497,1993-12-09,RJ,Campus Sul,Freelancer,620.45,2024-07-20
S000498,1994-06-19,PE,Campus Norte,Bolsista,3255.53,2022-07-10
S000499,1995-11-22,BA,Campus Norte,Freelancer,3096.06,2024-12-30
S000500,1997-04-14,SC,Centro,Sem renda,1329.68,2023-10-24
S000501,2000-06-18,MG,Campus Norte,Bolsista,1031.98,2024-09-20
S000502,1999-11-25,SC,Campus Sul,Estágio,2003.03,2024-07-30
S000503,2009-02-28,CE,Campus Sul,Freelancer,1040.32,2024-05-26
S000504,2003-12-05,PE,Campus Sul,Sem renda,1494.73,2023-07-16
S000505,2007-11-12,DF,Online,Estágio,3609.04,2022-12-05
S000506,2008-07-21,PR,Centro,Freelancer,1836.1,2023-04-25
S000507,1996-11-03,SC,Campus Sul,Sem renda,319.61,2024-09-03
S000508,2007-03-19,PR,Centro,CLT,4941.9,2022-01-20
S000509,2009-12-11,PR,Centro,Estágio,1479.42,2024-05-14
S000510,2005-08-03,BA,Centro,Estágio,871.21,2022-07-29
S000511,2006-06-12,RS,Campus Sul,Sem renda,1750.17,2022-09-30
S000512,2005-02-17,PR,Online,Estágio,3998.09,2022-12-03
S000513,1995-06-24,CE,Campus Norte,Estágio,3906.62,2024-04-23
S000514,1995-04-03,PE,Campus Sul,Freelancer,2016.11,2022-09-10
S000515,1991-12-13,SP,Online,CLT,3279.74,2022-10-14
S000516,2002-05-21,RJ,Campus Sul,CLT,1268.08,2023-08-07
S000517,2009-11-10,PE,Campus Sul,Estágio,3290.67,2023-01-22
S000518,1997-05-21,CE,Campus Sul,Estágio,3880.6,2023-05-06
S000519,1994-07-04,PE,Online,CLT,358.6,2022-05-26
S000520,1993-01-12,MG,Campus Norte,Freelancer,2936.15,2024-05-11
S000521,1998-09-22,PE,Online,CLT,6627.73,2022-05-30
S000522,2009-10-03,SC,Campus Sul,Estágio,6331.59,2022-05-04
S000523,1997-09-10,PR,Centro,CLT,1019.8,2024-04-30
S000524,1996-12-13,SC,Campus Sul,Bolsista,3066.56,2022-11-09
S000525,2001-02-10,RS,Centro,Freelancer,1018.35,2022-11-15
S000526,1992-06-13,RS,Campus Norte,Sem renda,1998.1,2022-05-16
S000527,2000-12-14,SC,Online,Sem renda,2134.69,2022-04-29
S000528,2002-02-14,CE,Centro,Estágio,1437.3,2022-04-23
S000529,2000-11-24,CE,Centro,CLT,1555.97,2022-01-26
S000530,2005-12-01,DF,Campus Sul,Sem renda,477.22,2024-12-07
S000531,1993-12-09,DF,Campus Norte,Estágio,1434.52,2023-07-05
S000532,2006-01-11,RJ,Campus Sul,Estágio,1337.08,2022-05-11
S000533,2001-12-19,PR,Centro,Sem renda,2534.21,2024-11-12
S000534,1998-01-16,SP,Campus Norte,Sem renda,2299.08,2022-11-19
S000535,2001-02-19,RJ,Centro,Estágio,984.64,2024-11-08
S000536,2009-01-28,BA,Online,Freelancer,2158.35,2024-08-24
S000537,1998-07-05,RS,Centro,Estágio,1359.96,2022-03-14
S000538,1992-12-24,CE,Campus Norte,CLT,2075.59,2023-05-24
S000539,1996-12-11,RS,Centro,Estágio,495.99,2024-02-03
S000540,2006-09-22,RJ,Centro,Sem renda,2141.05,2024-11-22
S000541,2008-07-03,BA,Online,Freelancer,1327.92,2023-09-29
S000542,1999-02-18,SC,Campus Norte,CLT,874.57,2023-08-21
S000543,1991-05-24,RS,Campus Sul,Freelancer,1592.15,2024-10-07
S000544,2003-12-18,PR,Online,Estágio,1384.88,2022-01-14
S000545,1996-01-08,MG,Campus Sul,Sem renda,2202.79,2022-01-20
S000546,1999-01-25,CE,Online,Sem renda,2661.41,2023-09-22
S000547,2006-04-17,MG,Centro,Estágio,2002.21,2022-05-03
S000548,2005-12-09,SP,Campus Norte,Estágio,4496.26,2024-11-30
S000549,1996-12-12,SC,Campus Sul,CLT,916.42,2022-07-15
S000550,1993-03-21,RS,Campus Norte,Sem renda,227.33,2022-05-08
S000551,1996-11-05,PR,Online,Sem renda,1544.65,2023-10-08
S000552,1997-12-27,MG,Campus Norte,Sem renda,1490.92,2023-07-11
S000553,2002-02-07,SC,Centro,Estágio,1092.71,2022-08-12
S000554,2005-02-06,SP,Centro,Sem renda,1668.76,2022-09-05
S000555,1992-06-25,CE,Campus Sul,Sem renda,2797.16,2023-06-27
S000556,2006-02-06,BA,Centro,Sem renda,2155.12,2022-03-24
S000557,2003-06-05,CE,Campus Sul,CLT,950.84,2023-12-30
S000558,1997-09-02,PR,Online,Estágio,1264.31,2022-12-23
S000559,2009-07-28,RS,Centro,Freelancer,1047.0,2023-05-27
S000560,2006-08-04,MG,Centro,Estágio,2025.95,2022-01-25
S000561,2008-04-05,RJ,Online,Freelancer,1986.77,2022-06-22
S000562,1991-10-09,PR,Campus Sul,Estágio,404.57,2022-05-13
S000563,2003-11-15,PR,Campus Sul,Estágio,362.35,2023-11-11
S000564,2006-01-15,RS,Centro,Estágio,1836.18,2024-06-06
S000565,1997-08-01,PR,Campus Sul,Estágio,1927.26,2023-12-26
S000566,2003-03-09,SC,Campus Sul,Estágio,1917.55,2022-03-12
S000567,2002-11-10,PR,Campus Sul,Freelancer,1498.06,2024-09-08
S000568,2008-02-09,PE,Centro,Estágio,2366.66,2024-12-12
S000569,2002-11-26,BA,Online,Freelancer,404.84,2024-02-23
S000570,1998-08-18,SP,Online,Sem renda,2956.85,2024-10-25
S000571,1999-07-09,PE,Centro,CLT,1894.9,2023-03-25
S000572,2009-05-02,DF,Campus Sul,Freelancer,2164.18,2024-01-03
S000573,1991-04-06,PE,Centro,Bolsista,2555.2,2023-06-30
S000574,1992-12-02,RJ,Online,Estágio,2195.9,2024-03-06
S000575,1998-03-06,RS,Campus Sul,Estágio,1003.77,2024-01-05
S000576,1991-01-23,SP,Centro,CLT,1381.9,2022-10-19
S000577,1991-04-27,CE,Campus Sul,CLT,1795.0,2024-10-05
S000578,1992-05-06,DF,Campus Sul,Sem renda,521.53,2023-04-22
S000579,2002-01-17,CE,Campus Norte,CLT,2763.42,2023-02-17
S000580,2005-06-23,RJ,Campus Norte,Sem renda,1915.85,2023-10-25
S000581,2008-01-05,PE,Centro,Freelancer,2224.58,2022-08-16
S000582,1993-06-03,BA,Campus Sul,Freelancer,2709.85,2024-03-21
S000583,1991-02-11,SC,Campus Norte,Freelancer,1195.62,2022-11-19
S000584,1996-11-16,PR,Centro,CLT,2298.86,2024-01-01
S000585,2002-11-19,RJ,Centro,Sem renda,1089.8,2023-08-27
S000586,2005-03-24,RJ,Online,Freelancer,5220.42,2024-03-12
S000587,1991-01-06,CE,Campus Sul,CLT,601.47,2023-03-29
S000588,1991-02-16,CE,Campus Sul,Freelancer,1117.39,2023-05-03
S000589,1998-06-06,PE,Campus Sul,Estágio,897.82,2023-11-19
S000590,1995-01-09,PE,Campus Norte,CLT,1305.12,2023-12-19
S000591,2001-02-24,MG,Online,Sem renda,5884.23,2024-05-09
S000592,2004-07-16,SP,Campus Sul,Freelancer,1497.06,2024-02-08
S000593,2006-08-26,PE,Centro,Estágio,829.74,2023-04-07
S000594,2004-08-03,RS,Campus Sul,Bolsista,295.26,2022-02-11
S000595,1999-05-04,PE,Online,Estágio,1661.33,2024-02-08
S000596,2004-12-03,PR,Campus Norte,Estágio,2059.06,2022-07-10
S000597,1999-10-20,MG,Campus Sul,Bolsista,606.63,2024-06-02
S000598,2004-10-14,DF,Campus Norte,Bolsista,1345.82,2023-02-25
S000599,2003-07-23,PR,Campus Sul,CLT,3118.85,2023-06-28
S000600,2000-05-08,RS,Campus Sul,Bolsista,2004.81,2024-10-02
S000601,2005-01-12,PR,Online,Estágio,742.34,2024-09-10
S000602,2003-02-01,PR,Campus Sul,Freelancer,1769.79,2022-06-17
S000603,1994-02-10,MG,Centro,Estágio,911.53,2023-06-27
S000604,2007-11-18,SC,Campus Norte,Estágio,1011.94,2024-02-21
S000605,1998-03-15,MG,Campus Sul,Bolsista,6728.16,2023-06-24
S000606,2002-05-19,RJ,Campus Norte,Bolsista,853.5,2022-07-18
S000607,2007-11-12,SP,Campus Sul,CLT,996.1,2023-04-11
S000608,1992-01-27,MG,Centro,Estágio,2931.75,2024-08-30
S000609,1991-04-16,SC,Campus Sul,Estágio,7005.07,2022-03-13
S000610,1993-10-17,SC,Online,Estágio,715.78,2022-10-29
S000611,2006-08-06,PR,Campus Sul,Freelancer,1938.03,2023-03-10
S000612,2003-03-02,RS,Centro,Estágio,1318.95,2024-06-10
S000613,2003-11-05,PR,Campus Norte,CLT,1527.61,2022-05-18
S000614,2007-07-18,PR,Campus Sul,Bolsista,858.4,2023-07-20
S000615,1993-08-28,PR,Campus Sul,Freelancer,24914.22,2024-12-06
S000616,1996-02-14,CE,Centro,CLT,2769.05,2022-07-25
S000617,2006-10-25,SC,Centro,CLT,1587.33,2023-12-06
S000618,1996-05-13,RS,Centro,Sem renda,1914.2,2024-08-26
S000619,2008-03-09,CE,Campus Sul,Sem renda,763.91,2024-04-02
S000620,2008-07-11,MG,Campus Sul,Estágio,694.65,2024-08-31
S000621,2001-06-01,BA,Campus Sul,CLT,1619.24,2023-09-29
S000622,2001-08-28,PR,Centro,Sem renda,330.31,2023-04-12
S000623,2005-05-24,SC,Centro,Freelancer,3071.63,2023-07-06
S000624,1996-10-21,CE,Campus Norte,Estágio,1221.27,2024-04-13
S000625,1994-09-28,RJ,Online,Sem renda,690.85,2022-11-22
S000626,2007-05-23,SP,Campus Norte,Estágio,2169.38,2024-12-09
S000627,1991-01-06,SC,Centro,CLT,2114.77,2022-04-29
S000628,2002-01-15,PE,Centro,Bolsista,7480.41,2023-02-12
S000629,2001-06-27,RS,Centro,CLT,1128.51,2022-09-11
S000630,2009-04-12,RJ,Campus Norte,CLT,1510.98,2024-08-29
S000631,1991-09-12,PR,Campus Norte,Estágio,1268.01,2023-06-14
S000632,2007-05-01,PR,Centro,CLT,1449.98,2023-03-15
S000633,2002-11-08,PE,Campus Norte,Estágio,944.9,2024-04-18
S000634,1993-01-28,PE,Centro,Estágio,1075.04,2022-01-19
S000635,1994-03-21,BA,Online,CLT,701.04,2023-04-04
S000636,2001-10-26,SC,Online,Freelancer,1520.99,2023-07-18
S000637,1996-07-28,CE,Campus Sul,Estágio,310.84,2024-08-13
S000638,2000-11-17,RS,Centro,Freelancer,1810.06,2022-07-29
S000639,2009-09-22,RJ,Campus Sul,Freelancer,2601.53,2023-08-02
S000640,2000-11-04,RS,Campus Sul,Sem renda,2225.41,2023-07-21
S000641,1999-05-09,RJ,Centro,Estágio,882.11,2023-09-04
S000642,2003-03-17,CE,Centro,Bolsista,1368.78,2024-04-07
S000643,1999-11-05,SP,Campus Sul,Sem renda,1159.33,2023-08-29
S000644,2001-07-13,BA,Centro,Estágio,412.47,2023-01-24
S000645,1999-12-23,PR,Campus Sul,Freelancer,2575.51,2024-09-01
S000646,1998-09-10,SP,Campus Norte,Estágio,1015.44,2023-01-06
S000647,2000-02-16,RJ,Centro,Estágio,2878.66,2023-01-10
S000648,1999-11-03,SP,Campus Sul,Bolsista,1135.64,2023-09-21
S000649,1996-06-12,MG,Online,CLT,1893.06,2022-08-30
S000650,1994-01-28,CE,Campus Sul,CLT,1187.35,2022-05-26
S000651,1994-04-17,BA,Campus Norte,Sem renda,2213.99,2024-12-21
S000652,2000-07-02,SP,Campus Norte,Estágio,1342.09,2023-02-15
S000653,1999-07-19,CE,Online,Sem renda,1829.53,2022-10-21
S000654,1999-12-06,SC,Campus Norte,Freelancer,1398.88,2022-12-29
S000655,1999-11-02,CE,Campus Sul,CLT,3310.44,2022-12-12
S000656,1991-03-16,CE,Centro,Freelancer,1581.54,2022-09-23
S000657,1996-11-14,RJ,Centro,Estágio,497.41,2024-02-25
S000658,2009-01-18,PR,Campus Sul,Sem renda,3416.06,2022-01-29
S000659,1999-09-07,SP,Online,CLT,2044.57,2023-05-25
S000660,2002-12-12,PE,Campus Sul,Estágio,2479.27,2024-10-27
S000661,1991-05-06,PR,Centro,Freelancer,212.62,2023-08-19
S000662,1995-12-17,RS,Campus Norte,Sem renda,4037.86,2022-10-02
S000663,1999-08-12,CE,Campus Norte,Estágio,2170.95,2024-04-06
S000664,2009-04-08,DF,Campus Norte,Freelancer,2262.77,2022-02-14
S000665,1991-09-06,PE,Campus Sul,Estágio,2157.72,2022-03-18
S000666,1997-11-09,MG,Campus Norte,Bolsista,2558.54,2022-04-09
S000667,2006-11-27,PR,Campus Sul,CLT,9466.13,2024-05-03
S000668,1995-07-04,DF,Campus Norte,Sem renda,971.03,2022-11-10
S000669,2003-12-22,SP,Campus Sul,Sem renda,2082.16,2022-07-26
S000670,1993-05-20,CE,Campus Norte,Estágio,1653.73,2022-08-03
S000671,1993-12-20,SC,Campus Norte,Estágio,3242.92,2022-08-06
S000672,1994-04-20,SC,Centro,Estágio,1040.18,2024-12-07
S000673,2003-06-23,MG,Online,Freelancer,2365.21,2024-10-13
S000674,2003-12-16,RS,Campus Sul,CLT,593.5,2022-07-02
S000675,2006-10-22,RJ,Centro,Bolsista,1163.32,2024-11-13
S000676,2007-12-24,RS,Centro,Estágio,6149.08,2023-04-19
S000677,1995-05-09,SC,Online,Bolsista,1317.18,2022-12-24
S000678,2008-05-12,PR,Centro,Freelancer,2075.87,2022-08-26
S000679,2006-01-01,BA,Campus Norte,CLT,1971.1,2022-12-16
S000680,1999-06-15,SC,Centro,Sem renda,946.91,2022-07-10
S000681,1998-06-06,SP,Online,Freelancer,2324.32,2024-07-23
S000682,2001-07-23,CE,Campus Sul,Estágio,1436.23,2022-12-08
S000683,2006-03-23,RJ,Centro,Sem renda,898.75,2022-11-23
S000684,2006-07-19,DF,Campus Sul,Bolsista,1501.62,2024-06-16
S000685,2004-10-13,PR,Campus Norte,Sem renda,796.98,2022-09-25
S000686,1994-08-04,PR,Centro,CLT,1817.86,2022-05-10
S000687,2001-11-11,SP,Campus Norte,CLT,1550.21,2024-12-10
S000688,1991-12-19,RS,Campus Norte,Freelancer,2273.41,2023-11-24
S000689,1993-09-23,DF,Online,Bolsista,178.28,2023-05-25
S000690,1994-06-22,BA,Online,CLT,1748.71,2022-04-22
S000691,2009-11-06,DF,Centro,Estágio,1040.71,2024-10-12
S000692,2004-02-25,RJ,Campus Sul,Sem renda,3375.6,2023-07-24
S000693,2008-09-08,DF,Campus Sul,Bolsista,4413.36,2023-04-27
S000694,2007-08-15,BA,Centro,Estágio,1472.92,2024-10-17
S000695,1995-06-04,RJ,Online,Sem renda,1630.28,2022-02-06
S000696,2006-07-14,SC,Campus Norte,Estágio,13521.05,2022-07-06
S000697,2000-09-18,SC,Campus Sul,CLT,1115.86,2023-11-30
S000698,1998-01-27,PR,Centro,Sem renda,901.17,2024-08-26
S000699,1998-12-15,MG,Campus Norte,CLT,11189.52,2023-03-31
S000700,2009-06-12,RS,Centro,CLT,731.52,2023-08-21
S000701,1992-09-12,SP,Online,Sem renda,160.15,2022-12-03
S000702,1994-03-27,RS,Online,Freelancer,1296.73,2022-08-08
S000703,2001-10-07,SP,Campus Sul,Freelancer,1107.05,2024-03-15
S000704,2003-08-27,DF,Campus Norte,Bolsista,1177.63,2022-08-09
S000705,1996-01-21,SC,Centro,Sem renda,1307.84,2024-07-11
S000706,1995-11-19,PE,Centro,Bolsista,2386.24,2024-10-18
S000707,2009-09-24,DF,Campus Sul,Freelancer,5181.17,2024-09-16
S000708,1993-03-23,DF,Online,CLT,1799.63,2022-09-20
S000709,2006-07-22,RS,Campus Sul,Bolsista,749.73,2024-10-29
S000710,1997-07-20,BA,Campus Sul,Estágio,1839.97,2023-07-15
S000711,1997-06-10,RS,Centro,Estágio,2374.25,2024-04-25
S000712,1993-05-27,PE,Campus Norte,CLT,1338.16,2023-03-22
S000713,2003-04-20,PE,Centro,Estágio,2928.3,2022-09-29
S000714,2004-09-18,SC,Campus Sul,CLT,1256.13,2022-08-25
S000715,1998-09-16,SC,Campus Sul,Estágio,2763.25,2024-05-04
S000716,1992-05-28,PR,Centro,Freelancer,121.46,2022-08-07
S000717,2009-07-05,PE,Centro,CLT,957.32,2023-07-01
S000718,2004-05-22,MG,Campus Norte,Estágio,931.92,2023-08-28
S000719,2003-09-02,PR,Campus Norte,Estágio,2556.94,2023-04-05
S000720,1992-07-08,DF,Centro,CLT,3414.57,2023-08-13
S000721,2008-07-13,CE,Campus Sul,Estágio,1022.83,2023-10-03
S000722,1992-01-01,PR,Campus Sul,Estágio,984.43,2024-06-26
S000723,2002-11-23,PR,Campus Norte,CLT,3651.35,2023-02-07
S000724,2003-05-15,DF,Campus Norte,Freelancer,635.2,2023-01-18
S000725,2004-12-17,CE,Campus Norte,Sem renda,626.48,2023-07-26
S000726,1992-05-05,RS,Campus Sul,CLT,759.43,2022-01-12
S000727,1999-08-23,SC,Campus Norte,Freelancer,416.56,2023-10-23
S000728,2008-11-20,CE,Campus Sul,CLT,966.91,2024-01-04
S000729,2007-12-11,BA,Campus Norte,CLT,2562.76,2024-12-02
S000730,2007-09-06,CE,Centro,Sem renda,1570.55,2022-07-08
S000731,1998-04-07,CE,Centro,Estágio,800.7,2023-08-25
S000732,2003-10-17,SP,Centro,Bolsista,835.29,2022-01-19
S000733,2006-11-12,BA,Centro,Sem renda,581.58,2023-05-15
S000734,2008-11-11,RS,Campus Sul,CLT,2145.75,2022-08-21
S000735,1997-05-18,RS,Campus Norte,CLT,470.85,2024-11-24
S000736,1998-09-26,BA,Centro,Freelancer,1369.52,2023-08-31
S000737,2003-06-17,MG,Centro,Estágio,484.07,2024-12-28
S000738,2009-11-03,SC,Campus Sul,Freelancer,4506.89,2023-03-13
S000739,1996-02-07,MG,Online,Sem renda,1813.37,2024-06-10
S000740,2007-12-22,RJ,Centro,Sem renda,1856.52,2023-11-11
S000741,2008-02-03,SC,Centro,Sem renda,5114.99,2022-05-25
S000742,1991-04-09,BA,Centro,Bolsista,1263.04,2024-04-08
S000743,1996-06-01,PE,Campus Norte,Bolsista,1699.96,2022-01-13
S000744,2007-12-19,SP,Campus Sul,Estágio,4027.47,2024-01-03
S000745,1993-02-10,SC,Campus Sul,Bolsista,1218.42,2022-06-27
S000746,2000-08-13,RJ,Campus Sul,Sem renda,639.67,2024-08-28
S000747,2004-09-08,SP,Campus Sul,Estágio,3508.67,2023-08-28
S000748,2005-05-22,MG,Campus Norte,Freelancer,3073.72,2024-02-04
S000749,2009-09-28,RS,Centro,Sem renda,962.88,2022-01-11
S000750,1991-10-13,DF,Online,CLT,966.39,2023-09-17
S000751,2003-12-24,RJ,Online,CLT,3761.15,2024-04-25
S000752,1993-03-06,SP,Campus Sul,Sem renda,1167.54,2023-06-02
S000753,2003-02-06,DF,Campus Norte,CLT,4180.16,2022-04-22
S000754,1992-08-21,PR,Campus Sul,Freelancer,1746.88,2022-05-18
S000755,2001-02-07,BA,Centro,Bolsista,1534.34,2023-11-09
S000756,1998-03-22,MG,Campus Sul,Sem renda,1099.16,2022-05-23
S000757,2003-06-16,RJ,Campus Norte,Freelancer,994.56,2023-09-19
S000758,1991-03-19,PR,Campus Sul,Freelancer,3641.98,2024-05-27
S000759,2004-01-11,RJ,Campus Norte,Estágio,1453.6,2024-06-12
