application_id,student_id,application_date,requested_amount,installments,purpose,has_guarantor,rent_expense,other_debts,channel
A000335,S001555,2024-09-29,2291.49,6,Notebook,1,1200.0,0.0,App
A000336,S000606,2024-03-21,2378.21,18,Taxas/Documentos,0,1200.0,0.0,Web
A000337,S000265,2024-07-09,4591.98,18,Transporte,0,950.0,129.35,Web
A000338,S001027,2024-03-19,2216.14,24,Intercâmbio,0,950.0,239.36,App
A000339,S000992,2024-04-30,5234.1,24,Taxas/Documentos,0,700.0,513.19,App
A000340,S001617,2024-12-20,2638.84,12,Moradia,1,950.0,395.63,Web
A000341,S000305,2025-01-29,3246.1,3,Curso,0,1200.0,1171.06,App
A000342,S001274,2025-01-03,2705.1,12,Notebook,0,950.0,128.14,App
A000343,S001519,2024-09-30,1197.98,9,Saúde,0,400.0,679.9,App
A000344,S001141,2025-01-09,4069.55,9,Taxas/Documentos,1,400.0,245.48,App
A000345,S000177,2024-10-03,4150.85,3,Transporte,1,2200.0,241.86,App
A000346,S000227,2024-12-19,6326.91,12,Curso,0,1200.0,199.27,App
A000347,S000856,2024-06-30,2057.3,9,Moradia,1,0.0,0.0,Agência
A000348,S001556,2024-10-15,2117.51,24,Taxas/Documentos,1,950.0,444.33,Web
A000349,S001288,2024-11-17,2946.2,12,Saúde,0,950.0,365.59,Agência
A000350,S001228,2024-12-21,1961.85,12,Intercâmbio,1,700.0,466.85,App
A000351,S000313,2024-05-31,4541.59,12,Saúde,0,1600.0,1168.59,Web
A000352,S001414,2024-04-05,1295.5,6,Taxas/Documentos,1,950.0,340.55,Agência
A000353,S000925,2024-07-07,7586.39,12,Taxas/Documentos,0,1200.0,250.49,App
A000354,S000178,2024-12-27,5134.68,18,Taxas/Documentos,1,700.0,131.94,App
A000355,S001617,2024-11-29,1893.49,12,Moradia,0,950.0,257.98,App
A000356,S000954,2024-05-19,2183.55,12,Curso,1,1600.0,186.82,App
A000357,S000401,2024-12-05,1107.68,9,Intercâmbio,0,400.0,1340.91,App
A000358,S001068,2024-05-24,1296.48,12,Notebook,0,950.0,87.04,App
A000359,S001751,2024-04-23,7198.31,6,Saúde,0,400.0,277.03,App
A000360,S001443,2024-04-28,2226.45,6,Intercâmbio,1,0.0,146.71,Agência
A000361,S001214,2024-04-20,2717.89,12,Curso,0,1600.0,0.0,Web
A000362,S001017,2024-12-11,4552.23,12,Saúde,0,1200.0,0.0,App
A000363,S000914,2024-05-29,4730.69,12,Taxas/Documentos,1,1600.0,111.15,App
A000364,S000569,2024-07-06,7172.53,6,Moradia,0,950.0,595.89,App
A000365,S001693,2024-05-18,2840.21,18,Moradia,0,1200.0,86.55,App
A000366,S001651,2024-08-15,1674.05,18,Intercâmbio,1,950.0,0.0,Web
A000367,S000535,2024-11-18,2158.02,3,Transporte,0,400.0,0.0,Web
A000368,S000888,2024-11-17,7811.46,24,Saúde,0,1200.0,560.87,App
A000369,S000249,2024-03-14,1139.65,12,Transporte,0,1600.0,1022.46,App
A000370,S000030,2024-08-09,2867.5,12,Moradia,0,950.0,0.0,WhatsApp
A000371,S000261,2024-03-09,1983.21,12,Transporte,1,1200.0,30.89,Web
A000372,S001770,2024-03-19,8179.75,6,Curso,0,950.0,358.37,Web
A000373,S000720,2024-11-26,5458.63,6,Curso,1,700.0,0.0,Web
A000374,S000728,2024-10-30,1346.09,12,Transporte,0,2200.0,0.0,App
A000375,S000148,2024-09-05,3262.04,9,Notebook,0,1200.0,0.0,App
A000376,S001634,2024-11-14,723.4,9,Saúde,0,1600.0,651.1,Web
A000377,S001079,2024-02-17,3986.38,18,Moradia,0,950.0,0.0,App
A000378,S001041,2024-04-29,1586.72,18,Taxas/Documentos,0,950.0,0.0,App
A000379,S000476,2024-08-09,1410.39,6,Curso,0,950.0,474.28,App
A000380,S000208,2025-01-02,1370.23,12,Transporte,1,1200.0,1725.19,Web
A000381,S001200,2024-04-25,3266.8,12,Curso,0,1200.0,0.0,WhatsApp
A000382,S000354,2024-06-15,6436.53,12,Taxas/Documentos,0,700.0,36.67,App
A000383,S001179,2024-06-26,1880.49,12,Saúde,0,1600.0,32.16,App
A000384,S000741,2024-05-18,775.43,18,Saúde,1,950.0,189.19,App
A000385,S000164,2024-11-06,2379.8,18,Notebook,0,0.0,258.07,App
A000386,S001350,2024-03-16,2856.83,12,Curso,0,1200.0,870.84,Web
A000387,S001549,2024-04-22,6604.84,9,Moradia,1,400.0,103.02,App
A000388,S000570,2024-10-04,4923.27,6,Notebook,1,700.0,601.4,App
A000389,S000386,2024-03-22,2041.94,12,Saúde,1,700.0,338.18,Agência
A000390,S000600,2024-05-03,7238.05,3,Taxas/Documentos,0,1200.0,1681.72,App
A000391,S000457,2024-09-12,811.17,12,Intercâmbio,1,2200.0,796.94,App
A000392,S000565,2025-01-14,2045.48,12,Curso,0,0.0,324.93,Web
A000393,S000561,2024-08-10,3953.66,6,Curso,0,400.0,1071.41,Web
A000394,S001769,2024-09-14,5897.59,3,Saúde,0,400.0,0.0,App
A000395,S001556,2024-12-25,2258.74,6,Notebook,0,1200.0,93.93,App
A000396,S000397,2024-08-27,2559.95,9,Moradia,0,700.0,0.0,Web
A000397,S000694,2024-06-14,4443.94,12,Taxas/Documentos,0,2200.0,472.01,Web
A000398,S001723,2024-08-19,2286.94,3,Curso,1,1200.0,391.04,App
A000399,S000756,2024-03-18,2556.25,6,Taxas/Documentos,0,2200.0,331.67,App
A000400,S001709,2024-11-15,2847.1,6,Moradia,0,1200.0,156.27,Web
A000401,S000151,2024-07-30,2859.18,12,Notebook,1,950.0,384.13,Web
A000402,S000688,2024-03-19,3615.2,6,Moradia,1,950.0,220.48,Agência
A000403,S001620,2024-11-12,3048.68,9,Transporte,0,700.0,27.6,App
A000404,S000793,2024-03-11,5056.17,18,Intercâmbio,0,950.0,0.0,Web
A000405,S001574,2024-02-28,3224.58,9,Transporte,0,950.0,353.8,App
A000406,S000233,2024-03-19,7675.31,9,Curso,0,0.0,272.04,Agência
A000407,S000623,2024-04-22,3775.12,12,Curso,0,700.0,0.0,Web
A000408,S000356,2024-04-05,5243.6,12,Moradia,0,1200.0,0.0,App
A000409,S001244,2025-01-19,1664.65,6,Notebook,1,1200.0,0.0,Web
A000410,S001637,2024-05-13,2504.75,12,Moradia,0,1200.0,329.58,App
A000411,S000203,2025-01-27,2738.23,12,Intercâmbio,0,1600.0,326.92,Web
A000412,S001651,2024-08-15,755.83,9,Moradia,0,1200.0,847.65,Web
A000413,S000578,2024-03-22,4608.64,18,Saúde,0,1600.0,26.37,Web
A000414,S001121,2024-07-20,816.31,12,Taxas/Documentos,1,1200.0,0.0,App
A000415,S000550,2024-02-15,2043.45,12,Curso,1,950.0,0.0,App
A000416,S001063,2024-05-26,3081.86,9,Intercâmbio,1,700.0,442.71,App
A000417,S001061,2024-02-07,4559.02,12,Taxas/Documentos,0,400.0,0.0,Web
A000418,S001362,2024-06-19,4687.0,12,Transporte,0,1600.0,428.23,Web
A000419,S001576,2024-09-26,3376.23,6,Curso,1,400.0,243.4,WhatsApp
A000420,S001559,2025-01-20,1932.8,24,Notebook,0,1200.0,0.0,App
A000421,S000220,2024-11-29,2417.28,12,Intercâmbio,0,1600.0,724.85,App
A000422,S000077,2024-12-12,2803.04,9,Intercâmbio,0,950.0,0.0,App
A000423,S000949,2024-11-29,2844.84,9,Curso,1,950.0,8.98,App
A000424,S000873,2024-11-21,2657.55,12,Saúde,1,400.0,519.67,App
A000425,S001425,2024-03-23,3206.0,12,Transporte,0,400.0,1420.58,WhatsApp
A000426,S000216,2024-10-13,1722.57,9,Saúde,1,1600.0,0.0,App
A000427,S000046,2025-01-05,2317.46,6,Taxas/Documentos,0,400.0,479.38,Web
A000428,S001072,2024-03-11,829.89,6,Moradia,0,1200.0,603.93,App
A000429,S000683,2024-06-13,1107.47,9,Taxas/Documentos,1,950.0,448.19,App
A000430,S001422,2025-01-14,2334.13,24,Saúde,0,400.0,13.3,App
A000431,S000247,2024-10-06,4501.65,9,Notebook,1,700.0,285.67,Agência
A000432,S000138,2024-07-14,1087.54,12,Moradia,0,0.0,240.69,App
A000433,S000888,2025-01-11,1256.87,18,Intercâmbio,1,1200.0,152.18,Agência
A000434,S001179,2024-09-08,5474.18,9,Saúde,1,400.0,95.47,App
A000435,S000882,2024-11-06,1665.48,12,Curso,0,1200.0,459.98,Web
A000436,S001096,2024-09-05,1505.34,9,Transporte,0,400.0,1564.19,Agência
A000437,S001128,2024-05-14,2806.23,24,Intercâmbio,1,1200.0,0.0,Web
A000438,S001141,2024-08-07,2239.43,9,Moradia,1,400.0,243.46,App
A000439,S000299,2024-08-06,2722.46,12,Transporte,0,700.0,0.0,App
A000440,S000959,2024-03-02,3082.78,12,Intercâmbio,0,950.0,384.59,App
A000441,S000136,2024-07-22,4590.75,12,Intercâmbio,1,700.0,0.0,Web
A000442,S000591,2024-03-14,8721.42,12,Intercâmbio,0,700.0,0.0,App
A000443,S001365,2024-02-10,904.93,6,Notebook,0,400.0,0.0,App
A000444,S000818,2024-11-26,4087.09,6,Notebook,0,2200.0,245.2,App
A000445,S001142,2024-03-26,1468.15,9,Moradia,0,950.0,0.0,App
A000446,S001113,2024-03-18,1955.66,6,Transporte,0,400.0,0.0,Web
A000447,S000165,2024-10-08,2722.3,6,Taxas/Documentos,0,0.0,914.56,App
A000448,S001729,2024-05-13,791.64,9,Notebook,1,950.0,404.25,App
A000449,S000557,2024-02-29,832.74,6,Taxas/Documentos,0,1200.0,1407.89,Web
A000450,S001146,2024-03-31,1823.16,3,Curso,0,1600.0,732.08,App
A000451,S001429,2024-08-25,1138.62,9,Saúde,0,1600.0,285.41,App
A000452,S001771,2024-08-10,1550.61,12,Notebook,1,1600.0,571.4,Web
A000453,S000939,2025-01-22,4257.4,9,Transporte,0,700.0,0.0,Agência
A000454,S000780,2024-06-28,4458.54,12,Curso,0,950.0,220.97,App
A000455,S000050,2024-03-20,1281.27,9,Transporte,0,700.0,0.0,Web
A000456,S001602,2024-06-27,3384.97,12,Taxas/Documentos,1,950.0,99.48,App
A000457,S000378,2024-11-13,5289.18,6,Intercâmbio,0,1200.0,774.26,App
A000458,S000403,2025-01-09,1687.34,12,Transporte,1,400.0,258.75,WhatsApp
A000459,S000784,2024-07-26,788.36,12,Transporte,1,400.0,230.86,App
A000460,S000946,2024-05-23,2997.01,18,Moradia,1,400.0,1699.6,WhatsApp
A000461,S001666,2024-12-21,2059.29,12,Intercâmbio,0,0.0,0.0,App
A000462,S001253,2024-09-25,3012.22,24,Saúde,0,400.0,156.34,Web
A000463,S000045,2024-09-04,4170.91,6,Moradia,0,950.0,0.0,Web
A000464,S001121,2024-07-27,3021.71,12,Moradia,1,700.0,873.49,Agência
A000465,S000135,2024-04-27,4206.76,6,Intercâmbio,1,700.0,0.0,Web
A000466,S001500,2024-12-19,1847.26,18,Transporte,0,1600.0,1.44,Web
A000467,S000128,2024-10-23,1239.21,9,Notebook,0,0.0,185.68,Web
A000468,S001557,2024-11-01,877.36,12,Notebook,0,1600.0,492.61,App
A000469,S001258,2024-05-07,6379.11,18,Saúde,0,950.0,0.0,App
A000470,S000091,2024-03-31,2257.87,12,Curso,0,400.0,418.31,App
A000471,S000606,2024-08-19,1140.33,9,Transporte,1,1200.0,373.85,App
A000472,S001689,2024-02-02,1719.55,9,Taxas/Documentos,0,950.0,0.0,App
A000473,S001176,2025-01-23,3346.76,9,Moradia,0,950.0,0.0,App
A000474,S001796,2024-09-04,737.12,3,Moradia,0,700.0,325.62,App
A000475,S000296,2024-04-23,1546.91,6,Intercâmbio,0,400.0,348.04,Web
A000476,S000309,2024-11-17,1169.1,9,Taxas/Documentos,0,1200.0,166.48,Web
A000477,S001606,2024-08-01,3320.55,18,Saúde,0,950.0,0.0,App
A000478,S000416,2024-04-27,4559.7,9,Saúde,0,1600.0,0.0,App
A000479,S000244,2024-11-16,2420.92,12,Saúde,0,700.0,526.54,Agência
A000480,S001126,2024-05-13,1621.69,12,Saúde,0,400.0,0.0,Web
A000481,S000372,2024-04-07,1163.65,18,Saúde,1,1600.0,353.51,App
A000482,S000900,2024-02-21,882.52,9,Saúde,0,0.0,237.51,App
A000483,S000886,2024-08-07,5088.76,12,Intercâmbio,0,400.0,1305.91,App
A000484,S000562,2024-12-28,3868.84,9,Moradia,0,0.0,0.0,App
A000485,S000031,2024-11-22,3259.04,3,Moradia,0,950.0,199.32,Web
A000486,S001020,2024-02-09,2583.15,6,Moradia,0,950.0,0.0,Web
A000487,S000493,2025-01-07,4053.11,18,Transporte,0,1600.0,326.03,Web
A000488,S000496,2024-06-10,1405.34,12,Intercâmbio,1,700.0,399.2,Web
A000489,S000767,2025-01-18,3381.6,6,Notebook,0,1200.0,353.57,Web
A000490,S000125,2025-01-26,2119.58,6,Moradia,0,1600.0,0.0,App
A000491,S001058,2024-08-24,2316.02,12,Curso,0,400.0,413.86,Agência
A000492,S001149,2024-11-15,2092.25,6,Notebook,0,400.0,73.58,Web
A000493,S000534,2024-09-14,1169.48,6,Notebook,0,1200.0,180.7,Web
A000494,S000106,2024-11-23,5505.66,9,Saúde,0,400.0,697.67,WhatsApp
A000495,S001412,2024-04-17,1965.39,6,Moradia,0,0.0,315.9,Web
A000496,S001196,2024-09-16,2677.7,24,Curso,0,400.0,113.82,Web
A000497,S001475,2024-03-15,3793.68,6,Intercâmbio,0,1600.0,66.28,Web
A000498,S001197,2024-09-07,3411.17,12,Transporte,1,950.0,821.44,App
A000499,S001784,2024-09-19,4280.13,6,Curso,0,1600.0,349.67,Web
A000500,S001421,2024-02-15,1717.41,3,Curso,1,400.0,393.13,App
A000501,S000074,2024-09-17,2467.84,9,Transporte,0,700.0,779.27,App
A000502,S000300,2025-01-20,2879.98,3,Taxas/Documentos,0,950.0,0.0,Web
A000503,S001494,2024-11-02,3193.58,6,Taxas/Documentos,1,0.0,0.0,Web
A000504,S001141,2024-05-20,2805.86,12,Transporte,0,1600.0,480.8,App
A000505,S001185,2024-10-07,8619.08,12,Curso,0,0.0,0.0,Web
A000506,S000006,2024-09-13,3171.64,9,Transporte,0,0.0,296.68,Web
A000507,S000976,2024-03-07,2684.28,24,Intercâmbio,1,1600.0,1413.92,App
A000508,S000648,2024-07-03,2962.36,18,Saúde,0,950.0,483.69,WhatsApp
A000509,S001406,2024-06-16,4764.7,12,Saúde,0,1200.0,0.0,Web
A000510,S000581,2024-02-23,2269.58,18,Moradia,0,400.0,0.0,App
A000511,S000259,2024-05-22,4699.35,18,Notebook,0,0.0,196.99,App
A000512,S001662,2024-02-12,2419.24,9,Moradia,1,1600.0,455.26,WhatsApp
A000513,S000440,2024-09-29,2009.22,6,Intercâmbio,0,1200.0,322.99,WhatsApp
A000514,S001338,2024-02-19,4339.84,6,Saúde,1,950.0,605.95,Web
A000515,S000073,2024-07-24,2279.59,18,Moradia,1,700.0,501.71,Web
A000516,S001686,2024-06-14,2875.06,6,Saúde,0,1200.0,736.46,App
A000517,S000302,2024-11-28,5534.79,12,Transporte,0,1200.0,0.0,Web
A000518,S001055,2025-01-20,2732.6,9,Transporte,1,950.0,166.37,App
A000519,S001767,2024-04-03,2123.16,24,Taxas/Documentos,0,1200.0,537.96,App
A000520,S001117,2024-06-22,2241.01,12,Transporte,0,1200.0,2322.28,App
A000521,S000386,2024-09-21,747.93,3,Taxas/Documentos,1,400.0,930.6,Web
A000522,S000215,2024-11-04,2812.93,12,Notebook,0,700.0,0.0,App
A000523,S001603,2024-05-22,1236.74,9,Curso,0,400.0,0.0,App
A000524,S000086,2024-07-07,9110.1,6,Transporte,1,700.0,571.59,App
A000525,S000708,2024-11-08,2357.59,3,Notebook,0,2200.0,3577.25,Web
A000526,S000271,2024-12-23,1527.57,24,Intercâmbio,1,700.0,560.73,Web
A000527,S000734,2024-12-03,7110.88,9,Saúde,0,1200.0,0.0,Web
A000528,S001116,2024-08-22,9138.02,6,Transporte,1,700.0,225.93,App
A000529,S001062,2024-11-10,2860.74,9,Curso,0,950.0,1006.19,Web
A000530,S000199,2024-10-10,3300.73,12,Taxas/Documentos,0,400.0,0.0,App
A000531,S000574,2025-01-14,3243.17,6,Notebook,0,0.0,461.25,App
A000532,S001437,2024-09-01,1367.74,3,Intercâmbio,0,700.0,490.07,Web
A000533,S001343,2024-11-06,3651.17,6,Curso,0,1200.0,0.0,App
A000534,S000320,2024-04-28,904.67,24,Moradia,1,700.0,89.32,Web
A000535,S001620,2024-06-10,2822.13,12,Curso,0,1600.0,386.29,App
A000536,S000339,2024-02-05,2759.74,18,Transporte,1,950.0,721.61,Web
A000537,S000621,2024-09-24,2945.1,9,Notebook,1,400.0,235.53,Web
A000538,S000192,2025-01-24,1368.39,3,Notebook,0,2200.0,77.3,App
A000539,S001602,2024-04-12,2247.04,18,Taxas/Documentos,0,1200.0,691.43,Agência
A000540,S000793,2024-11-05,8685.88,9,Notebook,1,950.0,968.11,App
A000541,S001116,2024-07-02,6317.58,6,Saúde,1,1200.0,0.0,WhatsApp
A000542,S000110,2024-08-27,3933.35,3,Curso,1,950.0,554.64,Web
A000543,S000892,2024-04-17,5607.58,12,Taxas/Documentos,0,700.0,69.03,Web
A000544,S000553,2024-03-14,825.8,24,Moradia,0,400.0,396.94,Web
A000545,S000144,2024-02-20,2061.42,6,Notebook,1,950.0,587.33,Web
A000546,S001660,2024-12-23,3159.95,24,Saúde,0,700.0,0.0,Web
A000547,S000554,2024-03-30,1377.92,9,Saúde,0,1600.0,677.94,Agência
A000548,S001708,2024-03-23,827.61,6,Saúde,0,1200.0,462.93,Web
A000549,S001415,2024-09-21,6213.19,24,Intercâmbio,1,2200.0,239.02,Web
A000550,S000814,2024-03-23,1266.38,9,Saúde,1,1600.0,0.0,App
A000551,S000048,2024-08-23,6889.23,12,Moradia,1,950.0,579.31,Web
A000552,S001251,2024-04-24,4081.48,6,Notebook,0,400.0,275.44,Web
A000553,S000838,2024-03-19,1353.67,9,Moradia,0,0.0,851.72,Web
A000554,S000772,2024-09-28,4543.19,6,Saúde,0,950.0,23.5,App
A000555,S000370,2024-04-21,2339.68,6,Intercâmbio,0,1200.0,0.0,App
A000556,S000097,2024-03-07,1592.38,3,Transporte,0,400.0,164.22,Agência
A000557,S001606,2024-02-18,1554.37,9,Transporte,1,0.0,501.79,WhatsApp
A000558,S001212,2024-06-11,1966.7,9,Curso,0,700.0,87.9,App
A000559,S000440,2024-08-01,4640.89,6,Notebook,0,700.0,299.75,Web
A000560,S001530,2024-07-02,1267.31,3,Curso,1,700.0,525.03,Web
A000561,S000009,2024-09-11,4566.62,9,Transporte,0,700.0,69.6,Web
A000562,S001759,2024-08-18,3353.98,12,Saúde,0,950.0,201.78,Agência
A000563,S000585,2024-11-20,2027.32,12,Curso,1,400.0,593.58,App
A000564,S001656,2024-04-04,2843.1,6,Transporte,0,700.0,930.14,App
A000565,S001450,2024-04-29,2571.98,24,Notebook,1,1600.0,175.46,App
A000566,S001571,2024-09-22,1287.82,18,Notebook,0,700.0,206.93,App
A000567,S001601,2024-10-09,1338.01,12,Taxas/Documentos,1,400.0,368.41,App
A000568,S001383,2024-10-26,7659.56,24,Moradia,0,0.0,285.85,App
A000569,S001765,2024-10-09,898.14,9,Moradia,0,1600.0,70.32,App
A000570,S000076,2024-02-25,2910.97,3,Saúde,1,1200.0,0.0,Web
A000571,S000633,2024-04-13,1232.5,6,Taxas/Documentos,1,700.0,69.33,App
A000572,S000036,2024-06-24,2427.33,12,Taxas/Documentos,0,700.0,4.87,App
A000573,S000590,2024-10-01,2826.92,12,Notebook,0,1200.0,75.56,App
A000574,S000151,2024-03-11,4182.61,3,Transporte,1,700.0,84.28,Web
A000575,S001367,2024-10-02,1134.11,6,Intercâmbio,1,950.0,350.09,App
A000576,S000410,2024-04-16,798.16,9,Curso,0,700.0,952.02,App
A000577,S001747,2024-06-10,2748.23,12,Saúde,0,1200.0,0.0,Web
A000578,S000297,2024-03-22,1491.3,9,Moradia,1,0.0,301.0,App
A000579,S000571,2025-01-01,1198.35,12,Saúde,0,700.0,1392.8,App
A000580,S001144,2024-05-29,1717.68,9,Curso,0,400.0,188.0,Web
A000581,S000895,2024-07-09,1969.22,12,Notebook,0,950.0,325.24,App
A000582,S001224,2024-11-30,2317.99,12,Taxas/Documentos,0,1200.0,398.52,App
A000583,S000021,2024-05-09,3307.05,12,Curso,1,1200.0,584.91,App
A000584,S001061,2024-11-15,2297.9,9,Moradia,0,400.0,103.78,App
A000585,S000598,2024-03-30,1258.68,6,Transporte,1,700.0,282.21,App
A000586,S001742,2024-06-15,3016.91,9,Transporte,1,950.0,65.49,App
A000587,S000293,2024-03-01,2775.97,6,Notebook,0,1200.0,519.58,Agência
A000588,S000853,2024-07-02,1974.18,12,Intercâmbio,1,1200.0,41.65,App
A000589,S001363,2024-04-09,1344.72,18,Curso,0,1200.0,496.07,App
A000590,S000263,2024-07-11,7040.44,18,Intercâmbio,0,400.0,210.45,Web
A000591,S001424,2024-03-21,799.45,12,Taxas/Documentos,1,2200.0,0.0,Web
A000592,S000863,2024-06-28,1200.86,12,Intercâmbio,0,1200.0,339.79,App
A000593,S000102,2024-06-23,1117.92,12,Curso,0,2200.0,163.98,Web
A000594,S001742,2025-01-27,1872.2,18,Saúde,0,2200.0,35.35,App
A000595,S001171,2024-04-24,5047.03,6,Saúde,0,400.0,368.67,App
A000596,S000540,2024-05-24,1875.11,12,Intercâmbio,1,2200.0,278.57,Web
A000597,S001305,2025-01-26,1293.58,3,Notebook,1,1600.0,921.4,App
A000598,S001463,2024-09-07,854.48,9,Saúde,0,700.0,594.47,App
A000599,S000631,2024-08-21,787.14,6,Intercâmbio,1,950.0,0.0,Agência
A000600,S000447,2024-03-12,2601.83,9,Moradia,0,1200.0,607.89,App
A000601,S001667,2024-03-18,1568.05,9,Saúde,1,700.0,27.07,App
A000602,S000286,2024-02-23,1566.08,18,Taxas/Documentos,1,700.0,0.0,App
A000603,S000790,2024-07-31,8691.8,18,Intercâmbio,1,950.0,311.83,App
A000604,S001012,2024-11-23,2367.21,6,Curso,0,400.0,0.0,App
A000605,S001255,2024-12-14,4750.41,9,Intercâmbio,0,700.0,642.97,Web
A000606,S000560,2024-07-11,2776.19,12,Notebook,0,950.0,88.82,App
A000607,S000829,2024-09-02,1605.85,9,Saúde,1,1600.0,328.86,App
A000608,S000575,2024-09-04,6908.53,3,Saúde,0,1200.0,424.91,App
A000609,S001016,2024-09-13,2653.55,9,Moradia,0,700.0,416.55,App
A000610,S001648,2024-11-21,1355.8,18,Notebook,0,400.0,208.86,Web
A000611,S001464,2024-07-04,4262.6,18,Moradia,1,1200.0,0.0,App
A000612,S001439,2024-08-20,2131.42,12,Intercâmbio,1,0.0,63.86,Web
A000613,S001197,2024-06-22,4879.31,9,Moradia,0,700.0,626.92,Web
A000614,S000025,2024-07-04,3089.85,12,Taxas/Documentos,0,1600.0,145.05,App
A000615,S001595,2024-03-28,7694.87,12,Intercâmbio,0,1600.0,419.92,App
A000616,S000867,2024-06-10,3245.16,9,Saúde,0,700.0,69.33,Web
A000617,S001522,2025-01-25,2018.35,18,Moradia,0,1200.0,184.71,App
A000618,S000279,2024-06-25,2361.42,24,Notebook,1,700.0,201.99,App
A000619,S001478,2025-01-19,2770.18,18,Curso,0,950.0,692.27,Web
A000620,S001300,2024-07-06,1221.28,9,Moradia,0,1200.0,518.24,App
A000621,S000818,2024-02-09,3058.17,12,Moradia,0,700.0,710.31,App
A000622,S000582,2024-05-09,2716.23,9,Taxas/Documentos,1,1600.0,569.94,Web
A000623,S000646,2024-02-22,3192.57,24,Curso,0,950.0,0.0,App
A000624,S001714,2024-10-15,3062.03,18,Notebook,1,1200.0,473.29,Web
A000625,S000206,2024-11-14,2969.4,12,Moradia,0,950.0,0.0,Web
A000626,S000394,2024-03-10,8476.49,12,Taxas/Documentos,1,700.0,355.3,App
A000627,S001564,2024-11-24,874.02,9,Moradia,1,1200.0,257.89,Agência
A000628,S000118,2025-01-07,1083.66,6,Intercâmbio,1,400.0,355.47,App
A000629,S000176,2024-05-27,2338.41,6,Saúde,0,0.0,4.55,App
A000630,S000986,2024-05-15,2829.69,6,Notebook,0,950.0,60.69,App
A000631,S001269,2024-02-17,3160.36,9,Intercâmbio,0,950.0,98.57,WhatsApp
A000632,S000075,2024-11-02,2938.58,12,Notebook,0,1200.0,1091.99,Web
A000633,S000444,2024-03-18,2739.82,9,Curso,0,950.0,84.83,Agência
A000634,S000035,2024-10-12,2051.05,9,Intercâmbio,0,950.0,141.64,Agência
A000635,S000734,2024-11-29,883.82,18,Transporte,1,700.0,0.0,Web
A000636,S000680,2024-05-19,1505.18,18,Saúde,1,400.0,1891.27,Web
A000637,S000663,2024-08-09,1118.71,12,Intercâmbio,0,1200.0,958.96,App
A000638,S000230,2024-09-08,2234.85,18,Saúde,1,950.0,0.0,App
A000639,S000564,2025-01-23,3362.94,6,Moradia,0,1200.0,2441.97,App
A000640,S001245,2024-04-30,3340.01,12,Taxas/Documentos,0,1600.0,165.49,Web
A000641,S001492,2024-02-23,1276.11,12,Saúde,0,1200.0,555.78,App
A000642,S001363,2024-07-20,2046.1,6,Transporte,0,400.0,346.72,App
A000643,S001200,2024-05-08,2246.9,9,Curso,1,950.0,550.05,App
A000644,S001621,2025-01-23,2827.24,12,Intercâmbio,0,950.0,918.43,Web
A000645,S001713,2024-07-22,5586.37,24,Curso,0,700.0,1518.7,App
A000646,S001175,2024-12-11,738.93,6,Taxas/Documentos,0,950.0,0.0,Web
A000647,S001731,2024-08-07,4981.0,6,Taxas/Documentos,0,1600.0,303.92,App
A000648,S001169,2024-06-17,2123.62,12,Curso,0,700.0,816.61,App
A000649,S000144,2024-09-12,1993.47,12,Transporte,0,1600.0,728.03,App
A000650,S000228,2024-07-23,4937.69,18,Curso,1,0.0,205.3,Web
A000651,S000661,2024-05-21,1336.62,6,Saúde,0,1600.0,0.0,App
A000652,S000777,2024-04-01,1944.44,9,Transporte,0,400.0,274.1,Agência
A000653,S001118,2024-12-27,4862.18,12,Transporte,1,2200.0,2498.06,Web
A000654,S000964,2024-05-15,2742.83,3,Curso,0,0.0,668.35,App
A000655,S000266,2025-01-09,1166.85,3,Intercâmbio,0,0.0,300.37,Agência
A000656,S000510,2024-07-31,1221.44,24,Saúde,1,0.0,354.81,WhatsApp
A000657,S000412,2024-08-22,1216.69,18,Saúde,0,950.0,209.88,Web
A000658,S000146,2024-06-16,4596.26,12,Taxas/Documentos,0,0.0,0.0,Web
A000659,S001693,2024-12-15,2436.28,9,Saúde,0,400.0,422.3,WhatsApp
A000660,S000249,2024-04-20,4437.35,9,Moradia,0,1600.0,0.0,App
A000661,S001686,2024-09-02,1633.98,9,Moradia,1,1200.0,1470.6,WhatsApp
A000662,S000693,2024-11-06,1201.31,3,Intercâmbio,1,700.0,772.19,Agência
A000663,S000248,2024-03-22,1298.35,12,Taxas/Documentos,0,950.0,0.0,Web
A000664,S001771,2024-06-30,1290.87,24,Moradia,0,950.0,1001.3,Agência
A000665,S000837,2024-05-02,7699.37,9,Transporte,0,2200.0,975.37,App
A000666,S000777,2024-10-10,1552.38,9,Intercâmbio,0,700.0,475.37,App
A000667,S000481,2024-04-29,1342.34,6,Notebook,0,1200.0,144.37,App
A000668,S000251,2024-11-06,5354.72,9,Curso,1,950.0,489.29,App
A000669,S001706,2024-06-11,2968.04,9,Taxas/Documentos,0,700.0,0.0,Web
A000670,S000717,2024-05-15,5492.78,6,Saúde,0,700.0,0.0,App
A000671,S000743,2024-11-26,1984.98,12,Taxas/Documentos,0,1600.0,169.82,App
A000672,S001227,2024-09-24,4541.94,6,Notebook,0,400.0,0.0,App
A000673,S000459,2025-01-06,4585.14,9,Intercâmbio,0,700.0,1576.08,WhatsApp
